loan_id,grade,home_ownership,purpose,verification_status,term,emp_length_int,mths_since_issue_d,int_rate,mths_since_earliest_cr_line,acc_now_delinq,inq_last_6mths,annual_inc,dti,good_bad
11200,C,MORTGAGE,credit_card,Not Verified,36 months,10,61,17.27,152,0.0,2,50000.0,11.02,1
6160,B,RENT,debt_consolidation,Not Verified,36 months,0,41,12.49,174,,1,33000.0,26.62,1
5451,F,MORTGAGE,debt_consolidation,Verified,60 months,2,54,23.76,170,0.0,1,45000.0,26.85,0
20030,D,OWN,debt_consolidation,Verified,60 months,10,38,16.99,419,0.0,1,110000.0,21.63,1
18049,B,MORTGAGE,debt_consolidation,Not Verified,36 months,10,57,13.11,250,0.0,0,60000.0,14.18,1
22412,C,RENT,major_purchase,Source Verified,36 months,0,42,13.35,206,0.0,0,50000.0,15.24,1
25920,A,MORTGAGE,debt_consolidation,Source Verified,36 months,2,50,7.62,249,0.0,0,99700.0,21.39,1
570,D,OWN,credit_card,Verified,36 months,10,41,15.61,96,0.0,1,30000.0,27.68,1
16903,C,RENT,credit_card,Source Verified,36 months,0,41,12.99,281,0.0,0,85000.0,9.6,0
5396,A,MORTGAGE,debt_consolidation,Source Verified,36 months,10,47,8.9,252,0.0,0,77000.0,29.15,1
18394,B,MORTGAGE,home_improvement,Verified,36 months,10,55,13.11,232,0.0,0,65000.0,8.1,0
11420,C,RENT,debt_consolidation,Not Verified,36 months,3,40,13.98,284,0.0,1,93600.0,25.12,1
18707,D,OWN,other,Not Verified,36 months,10,52,19.52,424,0.0,0,75000.0,21.58,1
10250,D,MORTGAGE,home_improvement,Source Verified,36 months,10,46,18.25,198,0.0,1,120000.0,5.28,1
2422,C,OWN,credit_card,Source Verified,36 months,0,37,14.99,89,0.0,0,135000.0,6.84,1
22656,D,MORTGAGE,debt_consolidation,Not Verified,60 months,8,42,17.57,271,0.0,4,117000.0,21.39,1
11346,E,RENT,debt_consolidation,Verified,60 months,10,38,20.2,216,0.0,1,66672.0,22.89,1
3803,C,MORTGAGE,debt_consolidation,Source Verified,36 months,10,45,13.65,215,0.0,4,58000.0,13.82,1
14237,D,MORTGAGE,home_improvement,Verified,36 months,0,51,17.76,308,0.0,3,48300.0,10.31,0
12070,E,MORTGAGE,other,Not Verified,36 months,1,36,19.24,136,0.0,1,60000.0,13.12,1
6318,C,MORTGAGE,debt_consolidation,Source Verified,36 months,10,47,13.98,351,0.0,0,60000.0,9.92,1
5856,B,RENT,credit_card,Not Verified,36 months,0,51,10.64,239,0.0,0,63000.0,13.91,0
21370,E,RENT,other,Source Verified,36 months,7,51,22.2,190,0.0,2,61000.0,13.51,0
26539,B,MORTGAGE,debt_consolidation,Not Verified,36 months,2,56,11.14,196,,1,90000.0,15.29,1
11641,D,OWN,car,Not Verified,36 months,7,81,15.65,255,0.0,1,36000.0,24.7,1
6545,A,MORTGAGE,debt_consolidation,Not Verified,36 months,7,44,8.9,278,0.0,0,115000.0,20.08,1
28730,B,MORTGAGE,credit_card,Verified,36 months,3,44,9.67,328,0.0,1,225000.0,21.58,1
19406,A,MORTGAGE,credit_card,Not Verified,36 months,10,44,8.9,361,0.0,3,85000.0,21.73,1
21496,C,MORTGAGE,debt_consolidation,Not Verified,36 months,3,115,11.66,231,0.0,6,63000.0,17.5,1
919,A,MORTGAGE,credit_card,Source Verified,36 months,0,41,8.39,304,0.0,0,72400.0,19.91,1
7218,A,MORTGAGE,credit_card,Verified,36 months,2,38,7.12,277,0.0,0,129000.0,3.46,1
13470,B,RENT,debt_consolidation,Verified,36 months,10,42,10.99,329,0.0,0,75000.0,8.8,1
17455,D,MORTGAGE,small_business,Not Verified,36 months,7,98,16.0,243,0.0,7,70000.0,17.21,1
9980,C,RENT,debt_consolidation,Verified,36 months,0,38,14.49,119,0.0,0,35508.0,35.32,1
19754,F,RENT,other,Source Verified,36 months,4,38,23.43,272,0.0,0,42000.0,24.2,0
6544,B,RENT,debt_consolidation,Source Verified,60 months,9,40,11.67,145,0.0,0,28000.0,21.3,1
20283,C,MORTGAGE,debt_consolidation,Source Verified,60 months,7,42,14.99,183,0.0,3,98000.0,10.14,1
15400,B,RENT,credit_card,Source Verified,36 months,0,55,13.11,214,0.0,0,30000.0,19.56,0
3249,C,MORTGAGE,debt_consolidation,Verified,36 months,0,38,12.99,439,0.0,1,50000.0,24.46,1
12418,A,MORTGAGE,home_improvement,Verified,36 months,4,40,8.39,205,0.0,0,120000.0,25.46,1
26800,B,RENT,debt_consolidation,Not Verified,36 months,8,57,10.16,204,0.0,0,43700.0,17.68,1
2757,C,RENT,debt_consolidation,Source Verified,36 months,3,65,14.33,203,0.0,0,60000.0,14.17,1
28932,A,RENT,debt_consolidation,Verified,36 months,10,49,7.9,233,0.0,1,39000.0,14.06,1
19599,B,MORTGAGE,debt_consolidation,Verified,36 months,2,38,9.17,160,0.0,1,80000.0,24.26,1
28803,B,RENT,debt_consolidation,Verified,36 months,5,41,9.17,189,0.0,0,95000.0,27.61,1
6413,C,RENT,credit_card,Source Verified,36 months,10,61,15.8,439,0.0,1,160000.0,11.0,1
18829,C,RENT,debt_consolidation,Not Verified,36 months,0,98,13.92,254,0.0,6,78000.0,16.28,0
28280,B,MORTGAGE,credit_card,Not Verified,36 months,10,41,10.99,211,0.0,1,86000.0,14.42,1
16673,B,OWN,credit_card,Verified,36 months,9,41,9.17,496,,2,35000.0,8.47,1
9979,C,RENT,other,Source Verified,36 months,3,90,14.35,151,0.0,2,38004.0,15.31,1
17255,A,MORTGAGE,debt_consolidation,Source Verified,36 months,6,43,7.12,211,0.0,0,62000.0,18.57,1
15467,D,MORTGAGE,home_improvement,Verified,60 months,10,41,15.61,140,0.0,0,50000.0,4.99,0
15592,E,OWN,credit_card,Verified,60 months,3,56,21.98,131,0.0,0,61400.0,20.89,1
27029,B,MORTGAGE,home_improvement,Verified,36 months,2,50,10.99,109,0.0,1,39000.0,14.0,0
8046,C,MORTGAGE,debt_consolidation,Source Verified,36 months,2,44,14.64,393,0.0,0,110000.0,14.92,1
11182,B,RENT,credit_card,Verified,36 months,3,50,12.99,232,0.0,1,110000.0,26.12,1
18819,B,RENT,debt_consolidation,Source Verified,60 months,10,38,11.67,247,0.0,0,45000.0,13.6,1
11265,A,OWN,debt_consolidation,Verified,36 months,4,55,8.9,358,0.0,0,75000.0,27.89,0
24994,D,RENT,debt_consolidation,Not Verified,36 months,7,38,16.29,183,0.0,1,109000.0,20.59,1
23310,C,MORTGAGE,debt_consolidation,Not Verified,60 months,2,40,14.49,162,,1,50000.0,15.72,1
21737,B,MORTGAGE,credit_card,Not Verified,36 months,0,97,12.53,240,0.0,3,23868.0,3.27,0
7630,A,RENT,other,Not Verified,36 months,2,101,8.0,185,0.0,1,30000.0,2.84,1
26265,B,MORTGAGE,major_purchase,Verified,36 months,10,48,11.99,244,0.0,0,115000.0,10.31,1
22253,B,MORTGAGE,debt_consolidation,Source Verified,36 months,10,41,11.67,377,0.0,1,120000.0,18.19,1
27411,B,OWN,debt_consolidation,Source Verified,36 months,0,66,12.12,171,0.0,0,42000.0,14.54,1
23767,E,RENT,debt_consolidation,Verified,36 months,4,54,21.0,153,0.0,1,25000.0,5.9,1
29256,D,OWN,major_purchase,Source Verified,36 months,0,53,18.25,158,0.0,0,29700.0,16.12,1
22364,A,OWN,medical,Not Verified,36 months,7,67,6.62,234,,2,60000.0,21.26,0
28950,C,MORTGAGE,debt_consolidation,Verified,60 months,8,50,17.1,257,0.0,0,122640.0,15.06,1
7584,C,OWN,debt_consolidation,Source Verified,36 months,9,41,12.99,168,0.0,0,36568.0,20.28,0
25472,C,OWN,debt_consolidation,Not Verified,36 months,8,41,14.99,167,0.0,1,35000.0,30.14,1
4789,A,MORTGAGE,credit_card,Source Verified,36 months,10,44,8.9,215,0.0,0,50000.0,24.99,1
4808,A,MORTGAGE,credit_card,Verified,36 months,3,45,7.9,205,0.0,0,103000.0,6.55,1
17640,D,MORTGAGE,other,Verified,36 months,0,43,18.24,177,0.0,0,30000.0,23.32,1
16979,C,OWN,debt_consolidation,Not Verified,36 months,6,45,13.65,299,0.0,1,39900.0,10.18,1
7521,E,MORTGAGE,debt_consolidation,Verified,36 months,7,44,20.49,119,0.0,0,30000.0,9.08,1
14033,E,RENT,debt_consolidation,Verified,60 months,4,53,20.8,498,0.0,0,83000.0,25.23,1
15195,A,OWN,home_improvement,Verified,36 months,0,38,8.39,359,0.0,1,48000.0,28.95,1
21760,A,RENT,car,Source Verified,36 months,0,78,8.49,139,0.0,3,30000.0,4.68,1
24611,D,MORTGAGE,debt_consolidation,Not Verified,36 months,7,41,15.61,182,0.0,1,58000.0,32.09,1
25908,C,MORTGAGE,debt_consolidation,Verified,60 months,0,42,13.98,342,0.0,1,100000.0,21.54,1
22635,B,MORTGAGE,credit_card,Not Verified,36 months,10,42,10.99,198,0.0,0,90000.0,14.77,1
18850,D,MORTGAGE,debt_consolidation,Source Verified,36 months,10,67,17.99,287,0.0,1,67000.0,15.04,0
9488,B,MORTGAGE,credit_card,Not Verified,36 months,9,51,10.99,133,0.0,0,50000.0,10.25,1
7099,D,RENT,debt_consolidation,Verified,36 months,2,65,18.75,184,0.0,0,63000.0,24.14,1
1718,E,MORTGAGE,debt_consolidation,Source Verified,60 months,7,50,23.1,151,0.0,3,95000.0,13.69,1
21137,A,OWN,home_improvement,Verified,36 months,3,37,6.03,297,0.0,0,220000.0,16.64,1
25456,D,MORTGAGE,debt_consolidation,Not Verified,36 months,4,70,16.77,136,0.0,1,32000.0,8.74,1
21098,C,MORTGAGE,debt_consolidation,Verified,60 months,5,54,16.29,139,0.0,1,74000.0,19.09,1
17429,C,MORTGAGE,debt_consolidation,Verified,60 months,2,61,15.8,137,0.0,2,56160.0,24.34,1
25876,C,RENT,other,Not Verified,36 months,1,93,13.11,325,0.0,0,24000.0,18.0,1
22042,A,MORTGAGE,debt_consolidation,Not Verified,36 months,10,70,7.9,252,0.0,0,82000.0,25.05,1
22164,C,RENT,credit_card,Not Verified,36 months,2,52,14.33,95,,0,28000.0,9.21,1
4610,B,MORTGAGE,debt_consolidation,Source Verified,36 months,4,40,12.49,266,0.0,3,60280.0,7.07,1
27573,B,MORTGAGE,debt_consolidation,Not Verified,36 months,6,43,9.17,140,0.0,2,85000.0,16.56,1
24172,A,MORTGAGE,debt_consolidation,Source Verified,36 months,10,40,8.39,385,0.0,1,72000.0,23.21,1
5492,B,MORTGAGE,debt_consolidation,Source Verified,36 months,10,69,12.12,230,0.0,0,160000.0,13.19,1
16521,E,MORTGAGE,debt_consolidation,Not Verified,36 months,10,38,18.99,314,0.0,3,45000.0,18.75,1
21659,B,MORTGAGE,credit_card,Source Verified,36 months,10,64,11.14,253,,0,62000.0,13.68,1
13359,D,RENT,debt_consolidation,Source Verified,36 months,0,76,15.62,123,0.0,0,24000.0,6.35,1
14974,B,RENT,wedding,Source Verified,36 months,2,75,9.99,202,0.0,0,50000.0,16.44,1
2372,D,OWN,debt_consolidation,Source Verified,60 months,4,57,17.77,246,,0,90000.0,22.78,1
20522,D,RENT,credit_card,Source Verified,60 months,10,41,16.99,255,0.0,0,40000.0,11.01,1
24942,A,MORTGAGE,major_purchase,Source Verified,36 months,3,80,7.29,229,,0,41000.0,12.7,1
23973,A,MORTGAGE,debt_consolidation,Verified,36 months,0,37,8.19,247,0.0,0,30000.0,22.04,1
13342,D,RENT,debt_consolidation,Not Verified,36 months,10,52,17.56,219,0.0,2,56600.0,26.46,1
5207,D,RENT,debt_consolidation,Verified,36 months,4,52,20.31,283,0.0,0,50000.0,14.28,0
5224,E,MORTGAGE,other,Source Verified,36 months,10,42,20.2,286,0.0,0,48000.0,23.55,1
19925,A,RENT,credit_card,Source Verified,36 months,0,39,7.69,242,0.0,0,50000.0,20.96,1
10730,D,RENT,debt_consolidation,Verified,36 months,4,50,18.55,191,0.0,2,43000.0,23.25,1
1358,C,MORTGAGE,debt_consolidation,Not Verified,36 months,8,55,14.33,274,0.0,1,83243.0,21.36,1
18207,D,RENT,debt_consolidation,Not Verified,36 months,3,53,18.85,172,0.0,2,38397.0,28.44,0
7513,C,RENT,other,Not Verified,36 months,1,48,13.98,90,0.0,0,40000.0,8.16,1
15678,C,RENT,debt_consolidation,Source Verified,60 months,10,44,15.31,206,0.0,0,50000.0,14.55,1
11922,F,RENT,other,Verified,60 months,10,82,18.99,275,0.0,1,104004.0,5.67,0
90,D,MORTGAGE,credit_card,Source Verified,60 months,10,36,15.59,331,0.0,3,110000.0,31.14,0
17221,E,RENT,debt_consolidation,Not Verified,36 months,8,61,20.49,199,0.0,0,85000.0,17.53,0
19909,D,RENT,other,Not Verified,36 months,0,54,18.75,240,0.0,0,31000.0,22.1,0
1704,D,MORTGAGE,debt_consolidation,Verified,36 months,10,45,17.57,386,0.0,2,90000.0,25.0,0
3724,B,MORTGAGE,debt_consolidation,Source Verified,36 months,5,55,10.16,266,0.0,0,82000.0,26.91,1
15451,A,RENT,credit_card,Verified,36 months,0,45,8.9,269,0.0,0,32000.0,13.73,1
27126,D,MORTGAGE,debt_consolidation,Verified,60 months,2,43,18.25,248,0.0,0,115000.0,27.47,1
16959,C,RENT,debt_consolidation,Verified,36 months,5,44,15.31,173,0.0,0,36000.0,5.73,1
10932,C,OWN,other,Source Verified,36 months,5,49,15.1,168,0.0,1,130000.0,13.03,1
1477,C,MORTGAGE,debt_consolidation,Verified,36 months,0,41,12.99,250,0.0,1,38000.0,24.83,1
26486,C,RENT,debt_consolidation,Verified,36 months,6,75,15.27,219,0.0,2,80000.0,12.93,0
3436,C,MORTGAGE,debt_consolidation,Verified,60 months,10,45,14.64,276,0.0,2,70000.0,24.58,1
24384,F,MORTGAGE,debt_consolidation,Verified,60 months,6,59,23.76,182,0.0,3,65000.0,25.09,1
23495,A,RENT,debt_consolidation,Source Verified,36 months,3,48,8.9,255,0.0,0,60000.0,12.99,1
28308,C,RENT,debt_consolidation,Not Verified,36 months,7,41,14.49,160,0.0,1,48000.0,7.68,1
211,B,MORTGAGE,debt_consolidation,Verified,36 months,3,39,12.49,172,0.0,1,36068.0,30.88,0
18820,B,MORTGAGE,other,Not Verified,36 months,4,73,9.91,279,0.0,0,101000.0,10.7,1
24315,A,MORTGAGE,debt_consolidation,Source Verified,36 months,6,50,7.62,311,0.0,3,104000.0,14.7,1
21509,C,MORTGAGE,credit_card,Verified,60 months,10,44,13.65,307,0.0,0,89900.0,13.16,1
29135,C,RENT,debt_consolidation,Verified,60 months,3,36,12.99,107,0.0,0,68000.0,21.06,1
20172,A,RENT,debt_consolidation,Source Verified,36 months,10,38,7.12,342,0.0,1,50000.0,23.43,1
10253,A,MORTGAGE,renewable_energy,Not Verified,36 months,3,63,8.9,188,,2,64000.0,15.41,1
26025,B,MORTGAGE,credit_card,Source Verified,36 months,10,46,12.85,439,0.0,0,48000.0,34.93,1
20606,A,MORTGAGE,debt_consolidation,Source Verified,36 months,1,41,8.39,210,0.0,0,120000.0,2.17,1
5709,B,MORTGAGE,credit_card,Verified,36 months,10,54,10.16,420,0.0,0,84000.0,20.99,1
148,C,RENT,credit_card,Not Verified,36 months,5,53,16.78,127,0.0,2,27000.0,21.16,1
10102,E,OWN,debt_consolidation,Verified,60 months,10,39,22.15,310,0.0,0,85000.0,25.03,1
925,B,MORTGAGE,debt_consolidation,Verified,60 months,10,62,12.12,278,0.0,0,112000.0,15.25,1
27576,F,RENT,debt_consolidation,Verified,60 months,9,67,23.33,197,0.0,1,91800.0,16.85,1
12087,B,MORTGAGE,credit_card,Verified,36 months,5,65,13.67,254,0.0,1,55000.0,23.32,1
23932,C,MORTGAGE,debt_consolidation,Source Verified,60 months,10,87,13.61,214,,2,92000.0,24.51,1
8201,D,MORTGAGE,debt_consolidation,Not Verified,36 months,0,42,16.99,96,0.0,1,45000.0,15.41,1
26764,B,OWN,credit_card,Source Verified,36 months,6,48,13.67,116,0.0,3,38000.0,16.45,1
18879,C,RENT,other,Verified,36 months,10,41,13.35,170,0.0,0,26000.0,7.11,1
14528,A,OWN,small_business,Source Verified,36 months,10,64,7.9,184,0.0,0,35000.0,14.88,1
10362,D,MORTGAGE,debt_consolidation,Source Verified,60 months,10,38,15.61,267,1.0,1,55000.0,19.38,1
10872,A,MORTGAGE,debt_consolidation,Source Verified,36 months,10,76,6.99,308,,0,84000.0,0.6,1
24547,B,RENT,debt_consolidation,Not Verified,36 months,2,49,11.99,145,0.0,0,31200.0,22.62,1
7389,B,RENT,credit_card,Verified,36 months,5,48,11.99,287,0.0,0,52000.0,33.23,1
17719,B,OWN,debt_consolidation,Not Verified,36 months,6,40,11.67,182,0.0,1,60000.0,12.76,1
7351,F,OWN,other,Verified,60 months,6,54,23.28,183,0.0,0,48000.0,33.3,1
20551,C,MORTGAGE,debt_consolidation,Verified,60 months,10,46,14.98,258,0.0,0,109000.0,20.54,1
14102,B,MORTGAGE,debt_consolidation,Not Verified,36 months,4,67,13.11,141,0.0,0,50000.0,14.14,1
21415,D,OWN,home_improvement,Source Verified,60 months,10,45,18.92,209,,0,40000.0,20.73,1
7863,C,MORTGAGE,car,Not Verified,36 months,10,65,16.29,401,0.0,1,60000.0,17.66,1
10880,A,RENT,debt_consolidation,Source Verified,36 months,7,60,7.62,146,0.0,0,95000.0,18.82,0
17729,C,RENT,debt_consolidation,Source Verified,36 months,1,61,15.31,228,0.0,1,43000.0,26.2,0
23190,F,RENT,debt_consolidation,Source Verified,60 months,4,61,23.76,265,0.0,0,90000.0,12.23,0
13312,D,MORTGAGE,credit_card,Not Verified,36 months,10,72,16.77,226,0.0,2,93000.0,13.46,1
25620,C,RENT,debt_consolidation,Verified,36 months,6,43,12.99,151,,3,96000.0,22.98,0
12798,G,RENT,debt_consolidation,Verified,60 months,1,41,25.8,260,0.0,0,75000.0,29.1,0
15371,A,MORTGAGE,debt_consolidation,Source Verified,36 months,8,47,6.62,189,0.0,0,70000.0,26.42,1
29652,D,MORTGAGE,debt_consolidation,Source Verified,36 months,8,48,19.22,181,0.0,1,63000.0,27.62,0
2759,E,MORTGAGE,debt_consolidation,Verified,36 months,0,41,19.52,222,0.0,1,72000.0,32.88,1
932,A,MORTGAGE,credit_card,Source Verified,36 months,0,49,8.9,238,0.0,0,155000.0,19.29,1
25604,D,OWN,debt_consolidation,Not Verified,36 months,7,51,19.2,126,0.0,0,48111.0,3.19,0
4837,B,RENT,debt_consolidation,Source Verified,36 months,2,41,9.17,119,0.0,0,42000.0,19.71,1
22479,A,MORTGAGE,debt_consolidation,Verified,36 months,10,52,8.9,295,0.0,2,108000.0,14.17,1
22102,A,RENT,debt_consolidation,Source Verified,36 months,5,46,7.62,296,0.0,0,7446395.0,0.13,1
1565,B,MORTGAGE,credit_card,Not Verified,36 months,0,42,10.15,342,0.0,0,45000.0,9.87,1
15232,A,RENT,car,Not Verified,36 months,0,43,7.62,158,0.0,1,50000.0,16.11,1
2933,C,MORTGAGE,debt_consolidation,Not Verified,36 months,4,40,12.99,130,,1,85000.0,26.38,1
3562,C,RENT,credit_card,Verified,36 months,4,37,12.39,148,0.0,0,40000.0,11.97,1
3155,B,MORTGAGE,credit_card,Source Verified,36 months,2,45,11.99,295,0.0,0,68000.0,3.6,1
12091,C,MORTGAGE,small_business,Verified,36 months,4,69,16.29,199,0.0,1,65000.0,24.73,1
11752,B,MORTGAGE,debt_consolidation,Not Verified,36 months,9,41,11.67,180,0.0,0,80000.0,15.18,1
7738,B,MORTGAGE,debt_consolidation,Source Verified,36 months,6,50,13.67,183,,0,55000.0,21.89,1
7226,B,MORTGAGE,small_business,Source Verified,36 months,10,47,13.53,222,0.0,0,71000.0,5.44,1
4338,C,MORTGAGE,debt_consolidation,Source Verified,60 months,8,41,13.98,209,0.0,4,108000.0,25.24,1
7540,C,RENT,credit_card,Not Verified,36 months,9,59,16.29,219,0.0,1,55000.0,6.22,1
29520,C,MORTGAGE,debt_consolidation,Verified,60 months,10,48,14.98,284,0.0,0,70000.0,27.58,1
9742,B,MORTGAGE,debt_consolidation,Not Verified,36 months,10,51,12.35,201,0.0,2,42000.0,20.77,1
19078,B,RENT,debt_consolidation,Not Verified,36 months,6,58,13.11,238,0.0,0,64000.0,27.08,1
8588,E,MORTGAGE,home_improvement,Not Verified,36 months,10,49,23.4,245,0.0,1,40000.0,12.3,1
26827,B,MORTGAGE,credit_card,Verified,60 months,0,57,13.11,283,0.0,0,82000.0,6.56,1
10534,C,RENT,debt_consolidation,Verified,36 months,3,60,14.33,213,0.0,0,46000.0,25.93,1
7854,C,OWN,debt_consolidation,Source Verified,36 months,4,37,12.39,206,0.0,0,30000.0,39.08,1
14287,A,OWN,credit_card,Source Verified,36 months,6,37,6.49,131,0.0,0,25000.0,27.99,1
8758,C,RENT,credit_card,Verified,60 months,10,56,16.29,226,0.0,1,66000.0,19.85,1
4654,A,RENT,debt_consolidation,Not Verified,36 months,10,43,7.69,266,0.0,2,65000.0,25.48,1
299,B,MORTGAGE,debt_consolidation,Verified,36 months,1,47,10.99,169,0.0,1,85000.0,10.68,1
7512,D,RENT,debt_consolidation,Source Verified,60 months,8,37,15.59,194,0.0,0,62000.0,30.39,1
17475,B,MORTGAGE,debt_consolidation,Not Verified,36 months,10,64,14.09,253,0.0,2,37000.0,20.01,1
26219,D,RENT,debt_consolidation,Verified,60 months,10,42,18.24,217,0.0,1,110000.0,19.14,1
8113,B,RENT,credit_card,Source Verified,36 months,0,60,13.11,379,0.0,1,85000.0,25.96,1
11596,A,RENT,major_purchase,Not Verified,36 months,1,53,7.62,119,0.0,0,40000.0,1.59,0
3021,B,MORTGAGE,debt_consolidation,Verified,36 months,7,51,13.05,199,0.0,0,43000.0,29.16,1
9915,C,MORTGAGE,debt_consolidation,Not Verified,36 months,10,53,13.68,222,0.0,1,40000.0,24.36,1
3572,D,RENT,major_purchase,Source Verified,60 months,9,46,16.59,250,0.0,0,55000.0,30.74,1
11737,A,MORTGAGE,credit_card,Not Verified,36 months,10,49,7.9,242,,0,46000.0,21.89,1
27880,A,MORTGAGE,debt_consolidation,Verified,36 months,0,42,8.39,267,0.0,1,103000.0,29.87,1
23513,D,MORTGAGE,debt_consolidation,Source Verified,60 months,10,44,17.57,215,0.0,1,33280.0,18.21,1
24642,C,MORTGAGE,other,Source Verified,36 months,0,61,14.33,320,0.0,0,27000.0,20.22,1
14541,D,MORTGAGE,debt_consolidation,Source Verified,60 months,10,41,16.99,404,0.0,0,57219.0,24.29,1
2060,B,MORTGAGE,debt_consolidation,Not Verified,36 months,10,36,11.44,169,0.0,0,37000.0,13.3,1
8847,D,RENT,credit_card,Verified,36 months,5,58,18.49,164,0.0,0,62000.0,28.9,1
7659,C,RENT,credit_card,Source Verified,36 months,10,38,13.35,212,,3,30000.0,28.76,1
28257,C,MORTGAGE,home_improvement,Not Verified,60 months,6,40,13.35,221,0.0,0,96000.0,13.74,1
25644,B,RENT,debt_consolidation,Verified,36 months,5,53,13.05,122,0.0,0,96273.0,18.34,1
28354,A,MORTGAGE,credit_card,Not Verified,36 months,8,51,7.62,227,0.0,0,85000.0,11.44,0
18052,B,RENT,debt_consolidation,Verified,36 months,10,45,9.67,174,0.0,0,42720.0,13.01,1
11267,C,RENT,debt_consolidation,Verified,60 months,10,51,15.88,223,0.0,1,50000.0,22.39,1
26972,F,MORTGAGE,debt_consolidation,Source Verified,60 months,3,38,23.43,124,0.0,1,34000.0,34.7,1
2978,B,MORTGAGE,debt_consolidation,Not Verified,36 months,0,42,10.15,140,0.0,1,112000.0,7.41,1
6807,B,MORTGAGE,debt_consolidation,Not Verified,36 months,10,49,11.99,207,0.0,1,58000.0,24.15,1
18626,C,MORTGAGE,debt_consolidation,Not Verified,60 months,7,41,14.99,162,0.0,0,69000.0,11.98,1
2838,B,RENT,vacation,Not Verified,36 months,0,89,10.75,260,0.0,0,64000.0,8.51,1
9166,G,RENT,debt_consolidation,Source Verified,60 months,9,43,25.8,144,0.0,1,35000.0,14.78,1
564,F,MORTGAGE,debt_consolidation,Source Verified,60 months,0,41,23.43,188,0.0,0,90000.0,8.53,0
27899,B,MORTGAGE,debt_consolidation,Not Verified,36 months,5,42,11.67,208,0.0,0,95000.0,16.79,1
22871,B,RENT,debt_consolidation,Not Verified,36 months,0,61,14.09,204,0.0,0,54000.0,19.38,1
13584,B,MORTGAGE,major_purchase,Not Verified,36 months,10,46,12.49,236,0.0,0,118000.0,9.72,1
3260,A,MORTGAGE,debt_consolidation,Verified,60 months,10,53,8.9,307,0.0,0,86000.0,5.36,1
27682,C,MORTGAGE,debt_consolidation,Source Verified,36 months,8,67,13.99,161,0.0,2,50000.0,14.76,1
2010,B,MORTGAGE,credit_card,Verified,36 months,0,50,12.99,275,0.0,2,135000.0,12.58,1
15819,B,RENT,credit_card,Verified,60 months,0,47,12.85,226,0.0,0,49920.0,10.87,1
29460,F,MORTGAGE,debt_consolidation,Verified,60 months,10,57,22.95,347,0.0,3,66000.0,14.67,1
1271,D,RENT,debt_consolidation,Verified,36 months,10,40,18.24,265,0.0,0,52000.0,4.47,1
15847,C,MORTGAGE,debt_consolidation,Source Verified,60 months,10,37,14.49,226,0.0,1,150000.0,17.25,1
7193,D,OWN,other,Source Verified,36 months,10,52,18.85,225,0.0,1,57707.0,16.45,0
5066,C,MORTGAGE,debt_consolidation,Not Verified,36 months,2,98,12.87,241,0.0,1,50004.0,21.84,1
14160,B,RENT,debt_consolidation,Verified,36 months,4,50,13.67,161,0.0,0,30000.0,34.81,0
14491,D,RENT,other,Not Verified,36 months,0,93,15.7,356,0.0,0,29120.0,19.82,1
2068,C,RENT,debt_consolidation,Source Verified,60 months,10,42,14.99,404,0.0,0,125000.0,14.99,1
4695,C,MORTGAGE,debt_consolidation,Verified,60 months,6,55,16.29,280,0.0,0,65000.0,17.15,1
19407,C,RENT,debt_consolidation,Not Verified,36 months,8,49,15.61,211,,2,79000.0,21.07,0
1766,B,OWN,debt_consolidation,Verified,36 months,9,58,13.11,188,0.0,0,52000.0,27.92,0
26942,B,MORTGAGE,debt_consolidation,Verified,36 months,8,50,10.99,218,0.0,2,57000.0,27.03,1
8461,B,RENT,other,Not Verified,36 months,2,101,10.95,302,0.0,2,56000.0,12.24,1
11036,A,MORTGAGE,credit_card,Verified,36 months,3,40,7.12,279,0.0,2,97102.0,26.66,1
4669,C,RENT,credit_card,Not Verified,36 months,4,51,16.2,118,0.0,3,52000.0,12.97,1
11586,D,MORTGAGE,debt_consolidation,Source Verified,60 months,9,46,18.92,219,0.0,0,68000.0,13.1,1
27598,C,MORTGAGE,debt_consolidation,Verified,60 months,9,57,15.8,191,0.0,1,54000.0,27.78,1
16593,C,MORTGAGE,debt_consolidation,Not Verified,36 months,8,58,15.31,434,0.0,1,35000.0,13.27,1
6558,C,MORTGAGE,debt_consolidation,Verified,60 months,10,44,14.64,185,0.0,0,110000.0,13.18,1
12945,D,OWN,debt_consolidation,Source Verified,36 months,10,37,15.99,268,0.0,0,49105.0,24.79,1
23232,E,RENT,debt_consolidation,Source Verified,36 months,0,44,20.49,124,0.0,0,15000.0,13.57,1
26383,C,MORTGAGE,debt_consolidation,Source Verified,60 months,5,43,14.99,324,0.0,0,94800.0,14.52,1
25643,D,RENT,debt_consolidation,Not Verified,36 months,5,51,18.25,187,0.0,0,83000.0,15.38,1
15,B,RENT,debt_consolidation,Verified,36 months,8,36,10.49,122,0.0,0,50000.0,9.94,0
29424,B,MORTGAGE,credit_card,Verified,60 months,1,52,11.55,214,0.0,0,60000.0,16.3,1
15553,D,MORTGAGE,home_improvement,Verified,36 months,7,63,18.75,251,0.0,0,43679.0,10.72,0
5421,C,MORTGAGE,debt_consolidation,Not Verified,36 months,10,47,16.24,200,0.0,1,32000.0,25.88,1
